"sport","ridere","maschio","inter_ai","fantascienza","idoli","new_engmath","new_computer","new_tech","new_lc","education","body_type","drinks","smokes","age","diet","drugs","height","income","last_online","offspring","orientation","pets","religion","sign","status","where_town","religion_modifer","sign_modifer","asian","black","hispanic_latin","indian","middle_eastern","native_american","other","pacific_islander","white","essay_length","art","being","care","company","data","eyes","family","friend","girl","hair","heart","honest","im","internet","lab","law","listening","love","mechanical","name","nerd","old","relationship","school","science","scientist","silicon","smile","student","teacher","tech","therapist","true","web","wine","writing","Class"
1,0,0,5.40251572327044,0,0,0,0,0,0,"college_university","fit","socially","yes",30,0.181150021616948,0.185388844491007,62,0.180083857442348,0,0.196591243020864,"straight",0.18539976825029,0.147512924506133,0.202898501452895,"single",0.158730536023238,0.176212938005391,0.197122302158273,1,0,0,0,0,0,0,0,0,2.89707700320942,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"other"
0,0,0,5.94276729559748,0,0,0,0,0,0,"graduated_from_high_school","rather_not_say","rarely","yes",33,0.184912080310788,0.159178463827389,65,0.180083857442348,1,0.186567154061806,"straight",0.174897134985319,0.147512924506133,0.202898501452895,"single",0.116667763870602,0.19193427226716,0.135135157593572,0,0,0,0,0,0,0,0,1,1.98227123303957,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other"
1,1,0,10.6249475890985,0,0,0,0,0,0,"graduated_from_college_university","average","socially","no",59,0.181150021616948,0.190789473684211,68,0.180083857442348,1,0.196591243020864,"straight",0.0974031499795456,0.163585434173669,0.164319291504011,"single",0.173809544501085,0.176212938005391,0.0704241137448768,0,0,1,0,0,0,0,0,0,3.48215869541128,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,"other"
0,0,1,6.66310272536688,0,0,0,0,0,0,"graduated_from_masters_program","fit","socially","no",37,0.181150021616948,0.185388844491007,75,0.180083857442348,0,0.196591243020864,"straight",0.18539976825029,0.229508148557225,0.184684679764235,"single",0.196789722539415,0.19193427226716,0.227089311475901,0,0,0,0,0,0,0,0,1,2.78604121024255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"stem"
1,0,0,5.94276729559748,0,0,0,0,0,0,"graduated_from_college_university","average","often","no",33,0.184912080310788,0.185388844491007,69,0.180083857442348,1,0.196591243020864,"straight",0.210927536940868,0.163585434173669,0.184684679764235,"single",0.196789722539415,0.176212938005391,0.227089311475901,0,0,0,0,0,0,0,0,1,3.44216608578472,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"other"
1,1,0,5.58259958071279,0,0,0,0,0,0,"graduated_from_college_university","fit","socially","no",31,0.181150021616948,0.159178463827389,62,0.180083857442348,1,0.196591243020864,"bisexual",0.185785534111263,0.103286756869686,0.150984751674504,"single",0.0256430366277355,0.19193427226716,0.135135157593572,0,0,0,0,0,0,0,0,1,3.49899936358015,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"other"
1,0,1,8.4999739207509,0,0,0,0,0,0,"graduated_from_college_university","fit","socially","sometimes",34,0.181150021616948,0.159178463827389,69,0.249999232963262,0,0.196591243020864,"straight",0.185785534111263,0.103286756869686,0.156387722714267,"single",0.196789722539415,0.176212938005391,0.197122302158273,0,0,0,0,0,0,0,0,0,2.95036485437612,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other"
0,0,0,8.46394129979036,0,0,0,0,0,0,"graduated_from_college_university","average","rarely","sometimes",47,0.164804518702462,0.190789473684211,68,0.180083857442348,1,0.179122186687798,"straight",0.185785534111263,0.116959140983461,0.184684679764235,"single",0.196789722539415,0.19193427226716,0.227089311475901,0,0,0,0,0,0,0,0,1,3.2027606873932,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"other"
0,1,0,5.94276729559748,0,0,0,0,0,0,"graduated_from_ph_d_program","average","socially","no",33,0.184912080310788,0.185388844491007,70,0.180083857442348,1,0.186567154061806,"straight",0.185785534111263,0.338047870512206,0.150246384861121,"seeing_someone",0.173809544501085,0.200406899382605,0.227089311475901,0,0,0,0,0,0,0,0,1,3.12613140726198,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"stem"
0,0,0,3.96184486373166,0,0,0,1,2,0,"dropped_out_of_college_university","average","socially","no",22,0.18118467128106,0.185388844491007,69,0.180083857442348,1,0.196591243020864,"bisexual",0.165853739737855,0.229508148557225,0.202898501452895,"single",0.196789722539415,0.176212938005391,0.227089311475901,0,0,0,0,0,0,0,0,1,3.26197619139781,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"stem"
0,0,0,0.923092682395249,0,0,0,0,0,0,"working_on_ph_d_program","rather_not_say","often","no",32,0.159091175100283,0.159178463827389,70,0.0288466463248515,1,0.196591243020864,"bisexual",0.185785534111263,0.116959140983461,0.167064475979771,"single",0.115983120957396,0.19193427226716,0.227089311475901,0,0,0,0,0,0,0,0,1,3.51547644138238,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"other"
0,0,0,3.96184486373166,0,0,0,0,0,0,"working_on_masters_program","average","socially","no",22,0.181150021616948,0.190789473684211,64,0.180083857442348,1,0.196591243020864,"straight",0.18539976825029,0.163585434173669,0.144927626986408,"single",0.196789722539415,0.176212938005391,0.135135157593572,0,0,0,0,0,0,0,0,0,3.1078880251828,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"other"
0,1,0,5.22243186582809,0,0,0,0,0,0,"dropped_out_of_ph_d_program","athletic","socially","no",29,0.230215741518451,0.159178463827389,62,0.180083857442348,0,0.196591243020864,"straight",0.185785534111263,0.338047870512206,0.18082789035318,"single",0.196789722539415,0.180527387368383,0.227089311475901,0,0,0,0,0,0,0,0,1,3.32633586092875,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"stem"
0,0,0,5.40251572327044,0,0,0,0,0,0,"graduated_from_college_university","average","socially","no",30,0.181150021616948,0.185388844491007,69,0.180083857442348,1,0.151832541014291,"straight",0.116161783682364,0.120482052244875,0.267741935483871,"single",0.173809544501085,0.176212938005391,0.197122302158273,0,0,0,0,0,0,0,0,0,2.92116605063774,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other"
0,0,1,16.1058922788591,0,0,1,2,0,0,"graduated_from_ph_d_program","athletic","rarely","sometimes",32,0.181150021616948,0.185388844491007,74,0.503309133714346,0,0.196591243020864,"straight",0.119522163258314,0.163585434173669,0.202898501452895,"single",0.233765567979637,0.176212938005391,0.135135157593572,0,0,0,0,0,0,0,0,1,3.37106786227174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"stem"
1,1,0,5.22243186582809,0,0,0,0,0,0,"graduated_from_med_school","athletic","socially","no",29,0.184912080310788,0.190789473684211,68,0.180083857442348,1,0.186567154061806,"straight",0.185785534111263,0.229508148557225,0.164319291504011,"single",0.196789722539415,0.200406899382605,0.227089311475901,0,0,0,0,0,0,0,0,1,3.69940408181534,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,"other"
0,0,0,9.3643605870021,0,0,0,0,0,0,"working_on_two_year_college","fit","not_at_all","no",52,0.239997700091996,0.185388844491007,65,0.180083857442348,1,0.196591243020864,"gay",0.185785534111263,0.116959140983461,0.184684679764235,"single",0.196789722539415,0.180527387368383,0.227089311475901,0,0,0,0,0,0,0,0,1,3.23401081758718,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"other"
0,0,0,5.58259958071279,0,0,1,0,2,0,"graduated_from_masters_program","fit","socially","no",31,0.164804518702462,0.190789473684211,70,0.180083857442348,1,0.196591243020864,"straight",0.210927536940868,0.116959140983461,0.164319291504011,"single",0.196789722539415,0.200406899382605,0.135135157593572,0,0,0,0,0,0,0,0,1,3.7106250150608,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,"stem"
0,0,0,4.141928721174,0,0,0,0,0,0,"graduated_from_college_university","curvy","not_at_all","no",23,0.184912080310788,0.185388844491007,63,0.180083857442348,1,0.179122186687798,"straight",0.0821931548882892,0.229508148557225,0.202898501452895,"single",0.0256430366277355,0.180527387368383,0.135135157593572,0,0,0,0,0,0,0,0,1,3.11793383503964,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"other"
0,0,0,7.74360587002096,0,0,0,0,0,0,"graduated_from_college_university","fit","socially","no",43,0.181150021616948,0.185388844491007,60,0.180083857442348,1,0.196591243020864,"straight",0.174897134985319,0.116959140983461,0.164319291504011,"single",0.115983120957396,0.176212938005391,0.197122302158273,0,0,0,0,0,0,0,0,1,3.17897694729317,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"stem"
1,1,1,18.1191288137165,0,0,1,0,0,0,"graduated_from_masters_program","athletic","socially","sometimes",36,0.181150021616948,0.190789473684211,72,0.503309133714346,1,0.196591243020864,"straight",0.185785534111263,0.229508148557225,0.150246384861121,"single",0.196789722539415,0.176212938005391,0.197122302158273,0,0,0,0,0,0,0,0,1,3.64718729789599,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,"other"
0,1,0,4.8622641509434,0,0,0,0,0,0,"graduated_from_two_year_college","a_little_extra","often","when_drinking",27,0.184912080310788,0.185388844491007,68,0.180083857442348,0,0.122549313483757,"gay",0.116161783682364,0.116959140983461,0.144927626986408,"single",0.196789722539415,0.133640778153096,0.135135157593572,0,1,1,0,0,1,0,0,1,3.62252486240357,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,"other"
0,1,1,6.30293501048218,0,0,0,0,0,0,"graduated_from_two_year_college","a_little_extra","socially","trying_to_quit",35,0.184912080310788,0.159178463827389,72,0.180083857442348,1,0.196591243020864,"straight",0.185785534111263,0.179640727123572,0.140665068631538,"single",0.115983120957396,0.19193427226716,0.135135157593572,0,0,0,0,0,0,0,0,1,3.09551804232315,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other"
0,1,0,4.68218029350105,0,0,0,0,0,0,"graduated_from_college_university","average","socially","no",26,0.18118467128106,0.185388844491007,68,0.180083857442348,0,0.196591243020864,"straight",0.116161783682364,0.120482052244875,0.184684679764235,"single",0.233765567979637,0.176212938005391,0.197122302158273,0,0,0,0,0,0,0,0,1,2.13353890837022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other"
0,1,0,3.60167714884696,0,0,0,0,0,0,"working_on_college_university","average","not_at_all","no",20,0.184912080310788,0.190789473684211,71,0.180083857442348,1,0.14678931844662,"gay",0.185785534111263,0.338047870512206,0.18082789035318,"single",0.138890100274992,0.200406899382605,0.227089311475901,1,0,0,0,0,0,0,0,1,3.90314427040954,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"other"
0,1,0,8.82410901467505,0,0,0,0,0,0,"graduated_from_masters_program","average","rarely","no",49,0.164804518702462,0.185388844491007,65,0.180083857442348,1,0.0816347115364993,"straight",0.185785534111263,0.103286756869686,0.18082789035318,"single",0.115983120957396,0.19193427226716,0.135135157593572,0,0,0,0,0,0,0,0,1,3.7240299729356,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,"other"
0,1,0,1.15386585299406,1,0,0,0,0,0,"graduated_from_masters_program","average","socially","when_drinking",40,0.181150021616948,0.185388844491007,65,0.0288466463248515,1,0.196591243020864,"straight",0.0821931548882892,0.163585434173669,0.18082789035318,"single",0.173809544501085,0.176212938005391,0.135135157593572,0,0,0,0,0,0,0,0,1,3.47508980338901,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"other"
0,0,1,4.5020964360587,0,0,0,1,0,0,"working_on_college_university","average","socially","no",25,0.181150021616948,0.159178463827389,74,0.180083857442348,1,0.196591243020864,"straight",0.18539976825029,0.229508148557225,0.156387722714267,"single",0.196789722539415,0.200406899382605,0.197122302158273,0,0,0,0,0,0,0,0,0,2.82672252016899,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other"
0,0,0,5.94276729559748,0,0,0,0,0,0,"graduated_from_law_school","curvy","socially","no",33,0.230215741518451,0.185388844491007,69,0.180083857442348,1,0.196591243020864,"straight",0.185785534111263,0.147512924506133,0.167064475979771,"single",0.196789722539415,0.19193427226716,0.135135157593572,0,0,0,0,0,0,0,0,1,3.26363606858811,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other"
0,0,0,10.0846960167715,0,0,0,0,0,0,"graduated_from_college_university","fit","socially","when_drinking",56,0.181150021616948,0.185388844491007,67,0.180083857442348,1,0.196591243020864,"straight",0.116161783682364,0.229508148557225,0.167064475979771,"single",0.047625470215704,0.176212938005391,0.197122302158273,0,0,0,0,0,0,0,0,1,3.01661554755718,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"other"
1,1,1,5.58259958071279,0,0,0,0,0,0,"graduated_from_college_university","a_little_extra","often","when_drinking",31,0.181150021616948,0.159178463827389,72,0.180083857442348,1,0.196591243020864,"gay",0.18539976825029,0.116959140983461,0.167064475979771,"single",0.196789722539415,0.200406899382605,0.227089311475901,0,0,1,0,0,0,0,0,0,3.49052030936335,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"other"
0,1,1,12.5827283428587,0,0,0,1,0,0,"graduated_from_college_university","a_little_extra","socially","yes",25,0.230215741518451,0.159178463827389,72,0.503309133714346,1,0.196591243020864,"straight",0.185785534111263,0.338047870512206,0.267741935483871,"single",0.196789722539415,0.180527387368383,0.197122302158273,0,0,0,0,0,0,0,0,1,3.34360550810417,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"stem"
0,0,0,7.20335429769392,0,0,0,0,0,0,"graduated_from_college_university","fit","socially","no",40,0.184912080310788,0.190789473684211,63,0.180083857442348,1,0.186567154061806,"straight",0.18539976825029,0.163585434173669,0.150984751674504,"single",0.196789722539415,0.176212938005391,0.135135157593572,0,0,0,0,0,0,0,0,1,3.48713837547719,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"other"
0,1,0,5.40251572327044,0,0,0,0,0,0,"graduated_from_college_university","thin","socially","no",30,0.184912080310788,0.185388844491007,67,0.180083857442348,0,0.196591243020864,"straight",0.210927536940868,0.179640727123572,0.18082789035318,"single",0.115983120957396,0.19193427226716,0.135135157593572,0,0,0,0,0,0,0,0,1,3.24402958903002,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"other"
0,0,0,1.05935172159558,0,0,0,0,0,0,"graduated_from_college_university","fit","socially","sometimes",25,0.184912080310788,0.185388844491007,61,0.0423740688638232,0,0.196591243020864,"straight",0.116161783682364,0.120482052244875,0.144927626986408,"single",0.125003593525405,0.19193427226716,0.197122302158273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other"
0,0,0,4.8622641509434,0,0,0,0,0,0,"graduated_from_college_university","fit","often","sometimes",27,0.181150021616948,0.185388844491007,66,0.180083857442348,1,0.196591243020864,"straight",0.18539976825029,0.229508148557225,0.156387722714267,"single",0.196789722539415,0.176212938005391,0.197122302158273,0,0,0,0,0,0,0,0,1,3.24748226067705,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"other"
0,0,0,4.8622641509434,0,0,0,0,0,0,"working_on_college_university","fit","socially","no",27,0.184912080310788,0.190789473684211,71,0.180083857442348,1,0.196591243020864,"straight",0.185785534111263,0.179640727123572,0.18082789035318,"single",0.0357195278740045,0.19193427226716,0.197122302158273,0,0,0,0,0,0,0,0,0,2.99782308074573,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"other"
0,1,0,6.84318658280922,0,0,0,0,0,0,"graduated_from_masters_program","average","socially","no",38,0.181150021616948,0.185388844491007,63,0.180083857442348,1,0.196591243020864,"straight",0.18539976825029,0.147512924506133,0.198453567129982,"single",0.259256416429021,0.19193427226716,0.135135157593572,1,0,0,0,0,0,0,0,0,3.40602894496361,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"other"
0,0,0,5.04234800838574,0,0,0,0,0,0,"graduated_from_masters_program","fit","socially","no",28,0.230215741518451,0.185388844491007,70,0.180083857442348,1,0.179122186687798,"straight",0.272719070993546,0.338047870512206,0.164319291504011,"single",0.196789722539415,0.176212938005391,0.227089311475901,0,0,0,0,0,0,0,0,1,3.17376882313665,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"stem"
0,1,0,3.24150943396226,0,0,0,0,0,0,"working_on_college_university","average","socially","no",18,0.239997700091996,0.185388844491007,69,0.180083857442348,1,0.179122186687798,"bisexual",0.116161783682364,0.120482052244875,0.198453567129982,"single",0.135136415232021,0.180527387368383,0.197122302158273,0,0,0,0,0,0,0,0,1,2.76863810124761,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"other"
0,1,1,5.40251572327044,0,0,0,0,0,0,"graduated_from_college_university","used_up","socially","sometimes",30,0.18749968751953,0.159178463827389,73,0.180083857442348,0,0.196591243020864,"straight",0.174897134985319,0.163585434173669,0.267741935483871,"available",0.115983120957396,0.176212938005391,0.197122302158273,0,0,0,0,0,0,0,0,1,3.14176323027579,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other"
1,1,0,6.99997852297133,0,0,0,0,0,0,"graduated_from_college_university","curvy","socially","no",28,0.181150021616948,0.190789473684211,65,0.249999232963262,1,0.196591243020864,"straight",0.174897134985319,0.179640727123572,0.202898501452895,"single",0.196789722539415,0.19193427226716,0.227089311475901,0,0,0,0,0,0,0,0,1,3.57472558359407,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"other"
0,0,0,4.68218029350105,0,0,0,0,0,0,"graduated_from_college_university","athletic","socially","no",26,0.181150021616948,0.185388844491007,70,0.180083857442348,1,0.196591243020864,"straight",0.18539976825029,0.163585434173669,0.267741935483871,"single",0.196789722539415,0.176212938005391,0.197122302158273,0,0,0,0,0,0,0,0,1,2.97220283837906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other"
0,0,0,3.60167714884696,0,0,1,0,0,0,"dropped_out_of_college_university","average","not_at_all","no",20,0.230215741518451,0.185388844491007,70,0.180083857442348,1,0.179122186687798,"straight",0.185785534111263,0.116959140983461,0.202898501452895,"single",0.121213978364292,0.200406899382605,0.227089311475901,1,1,1,0,0,0,1,0,0,3.48415742436538,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"other"
1,2,0,5.22243186582809,0,0,0,0,0,0,"working_on_masters_program","average","socially","no",29,0.184912080310788,0.185388844491007,62,0.180083857442348,1,0.196591243020864,"straight",0.185785534111263,0.120482052244875,0.150984751674504,"single",0.196789722539415,0.19193427226716,0.197122302158273,0,0,0,0,0,0,0,0,1,3.26458172923808,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"other"
