"sport","ridere","maschio","inter_ai","fantascienza","idoli","new_engmath","new_computer","new_tech","new_lc","education","body_type","drinks","smokes","age","diet","drugs","height","income","last_online","offspring","orientation","pets","religion","sign","status","where_town","religion_modifer","sign_modifer","asian","black","hispanic_latin","indian","middle_eastern","native_american","other","pacific_islander","white","essay_length","art","being","care","company","data","eyes","family","friend","girl","hair","heart","honest","im","internet","lab","law","listening","love","mechanical","name","nerd","old","relationship","school","science","scientist","silicon","smile","student","teacher","tech","therapist","true","web","wine","writing","Class"
1,2,0,3.96184486373166,0,0,0,0,0,0,"working_on_college_university","athletic","rarely","no",22,0.239997700091996,0.185388844491007,62,0.180083857442348,1,0.196591243020864,"straight",0.210927536940868,0.147512924506133,0.18082789035318,"single",0.196789722539415,0.176212938005391,0.135135157593572,0,1,0,0,0,0,1,0,0,3.22219604630172,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,NA
0,0,0,5.94276729559748,0,0,0,0,0,0,"graduated_from_college_university","athletic","socially","no",33,0.184912080310788,0.185388844491007,62,0.180083857442348,1,0.196591243020864,"straight",0.116161783682364,0.120482052244875,0.150984751674504,"single",0.173809544501085,0.176212938005391,0.197122302158273,0,0,0,0,0,0,0,0,1,3.12287092286444,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
0,0,0,5.40251572327044,0,0,1,2,0,0,"graduated_from_masters_program","athletic","socially","no",30,0.181150021616948,0.190789473684211,67,0.180083857442348,1,0.14678931844662,"straight",0.272719070993546,0.338047870512206,0.156387722714267,"single",0.173809544501085,0.176212938005391,0.227089311475901,0,0,0,0,0,0,0,0,1,3.21827285357145,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
1,0,1,6.84318658280922,1,0,0,0,0,0,"graduated_from_college_university","average","socially","no",38,0.181150021616948,0.190789473684211,72,0.180083857442348,0,0.196591243020864,"straight",0.174897134985319,0.229508148557225,0.144927626986408,"single",0.196789722539415,0.19193427226716,0.135135157593572,0,0,0,0,0,0,0,0,1,3.38021124171161,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA
1,0,1,6.30293501048218,0,0,0,0,0,0,"graduated_from_college_university","athletic","socially","no",35,0.184912080310788,0.190789473684211,67,0.180083857442348,1,0.196591243020864,"straight",0.185785534111263,0.163585434173669,0.160804074612878,"single",0.196789722539415,0.176212938005391,0.197122302158273,0,0,0,0,0,0,0,0,0,3.75019972782918,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
0,1,1,5.22243186582809,0,0,0,1,0,0,"graduated_from_college_university","overweight","socially","no",29,0.181150021616948,0.185388844491007,72,0.180083857442348,1,0.196591243020864,"straight",0.18539976825029,0.163585434173669,0.267741935483871,"single",0.196789722539415,0.176212938005391,0.197122302158273,0,0,0,0,0,0,0,0,1,3.36847283844036,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1,1,0,4.5020964360587,0,0,0,0,0,0,"graduated_from_college_university","average","socially","yes",25,0.181150021616948,0.190789473684211,61,0.180083857442348,1,0.179122186687798,"straight",0.165853739737855,0.163585434173669,0.198453567129982,"single",0.196789722539415,0.176212938005391,0.135135157593572,0,0,1,0,0,0,0,0,0,3.18695633546541,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,NA
0,0,0,5.76268343815514,0,0,0,0,0,0,"graduated_from_college_university","fit","socially","no",32,0.181150021616948,0.190789473684211,71,0.180083857442348,1,0.196591243020864,"straight",0.174897134985319,0.103286756869686,0.164319291504011,"single",0.196789722539415,0.200406899382605,0.227089311475901,1,0,0,0,0,0,0,0,0,3.27783833300205,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
0,0,1,3.78176100628931,0,0,1,0,0,0,"graduated_from_college_university","athletic","socially","no",21,0.18118467128106,0.185388844491007,74,0.180083857442348,1,0.196591243020864,"straight",0.18539976825029,0.163585434173669,0.267741935483871,"single",0.138890100274992,0.176212938005391,0.197122302158273,0,0,0,0,0,0,0,0,1,3.40312052117582,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
0,1,0,4.141928721174,0,0,0,0,0,0,"dropped_out_of_space_camp","curvy","very_often","yes",23,0.184912080310788,0.159178463827389,60,0.180083857442348,1,0.196591243020864,"gay",0.185785534111263,0.116959140983461,0.167064475979771,"single",0.196789722539415,0.200406899382605,0.135135157593572,0,0,0,0,0,0,1,0,0,3.00987563371216,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
0,0,1,9.47054392400064,0,0,0,0,0,0,"graduated_from_college_university","jacked","socially","when_drinking",23,0.184912080310788,0.185388844491007,69,0.411762779304376,0,0.196591243020864,"straight",0.18539976825029,0.163585434173669,0.267741935483871,"single",0.196789722539415,0.176212938005391,0.197122302158273,0,0,0,0,0,0,0,0,1,2.84198480459011,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
0,0,0,3.96184486373166,0,0,0,0,0,0,"graduated_from_high_school","average","socially","trying_to_quit",22,0.181150021616948,0.185388844491007,66,0.180083857442348,0,0.151832541014291,"straight",0.185785534111263,0.163585434173669,0.140665068631538,"single",0.259256416429021,0.176212938005391,0.135135157593572,0,0,0,0,0,0,0,1,0,2.48000694295715,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
0,0,0,7.92368972746331,0,0,0,0,0,0,"graduated_from_college_university","average","often","no",44,0.181150021616948,0.185388844491007,70,0.180083857442348,1,0.196591243020864,"straight",0.116161783682364,0.163585434173669,0.144927626986408,"single",0.196789722539415,0.176212938005391,0.227089311475901,0,0,0,0,0,0,0,0,1,3.37966803403365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA
0,1,0,7.38343815513627,0,0,0,0,0,0,"graduated_from_college_university","average","rarely","no",41,0.184912080310788,0.185388844491007,63,0.180083857442348,1,0.0816347115364993,"straight",0.191176406791127,0.179640727123572,0.198453567129982,"single",0.197802029648026,0.19193427226716,0.135135157593572,0,0,0,0,0,0,0,0,1,3.64325522502477,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,NA
0,0,1,4.5020964360587,0,0,0,0,0,0,"graduated_from_college_university","athletic","often","no",25,0.181150021616948,0.159178463827389,75,0.180083857442348,1,0.196591243020864,"straight",0.18539976825029,0.163585434173669,0.267741935483871,"single",0.196789722539415,0.176212938005391,0.197122302158273,0,0,0,0,0,0,0,0,1,3.19256745333655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
0,1,1,5.04234800838574,0,0,0,0,1,0,"working_on_masters_program","fit","socially","no",28,0.181150021616948,0.185388844491007,75,0.180083857442348,0,0.196591243020864,"straight",0.18539976825029,0.163585434173669,0.267741935483871,"single",0.388886977898353,0.176212938005391,0.197122302158273,0,0,0,0,0,0,0,0,1,3.52659770910345,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,NA
0,1,0,2.94872862197759,0,0,1,0,0,0,"working_on_two_year_college","fit","socially","no",23,0.18118467128106,0.185388844491007,70,0.128205592259895,0,0.196591243020864,"straight",0.185785534111263,0.163585434173669,0.140665068631538,"single",0.0740780897003815,0.176212938005391,0.197122302158273,0,0,0,0,0,0,0,0,1,3.36116099519503,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
2,1,1,5.22243186582809,0,0,0,0,0,0,"graduated_from_college_university","average","socially","no",29,0.181150021616948,0.185388844491007,70,0.180083857442348,0,0.196591243020864,"gay",0.185785534111263,0.229508148557225,0.18082789035318,"single",0.196789722539415,0.19193427226716,0.227089311475901,1,0,0,0,0,0,0,0,0,3.54456409749604,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
0,1,0,5.94276729559748,0,0,1,0,0,0,"working_on_ph_d_program","athletic","socially","no",33,0.159091175100283,0.190789473684211,66,0.180083857442348,1,0.196591243020864,"straight",0.191176406791127,0.103286756869686,0.156387722714267,"single",0.115983120957396,0.176212938005391,0.135135157593572,0,0,0,0,0,0,1,0,0,3.49164179347759,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,NA
1,0,0,5.04234800838574,0,0,0,0,0,0,"working_on_law_school","full_figured","socially","when_drinking",28,0.184912080310788,0.185388844491007,63,0.180083857442348,1,0.179122186687798,"bisexual",0.18539976825029,0.116959140983461,0.150984751674504,"single",0.196789722539415,0.176212938005391,0.227089311475901,0,0,0,0,0,0,0,0,1,4.12681301004155,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
2,0,1,8.08509803087201,0,0,0,0,0,1.5,"graduated_from_college_university","fit","socially","no",40,0.181150021616948,0.190789473684211,71,0.2021274507718,1,0.179122186687798,"straight",0.210927536940868,0.229508148557225,0.150984751674504,"single",0.196789722539415,0.19193427226716,0.135135157593572,0,0,0,0,0,0,0,0,1,3.84073323461181,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
0,0,0,3.78176100628931,1,0,0,0,0,0,"working_on_college_university","thin","socially","no",21,0.184912080310788,0.159178463827389,70,0.180083857442348,1,0.179122186687798,"straight",0.174897134985319,0.163585434173669,0.150246384861121,"single",0.333330375874983,0.176212938005391,0.227089311475901,0,0,0,0,0,0,0,0,1,3.51228406328185,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
0,0,1,9.0041928721174,0,0,0,0,0,0,"graduated_from_college_university","jacked","desperately","when_drinking",50,0.11111904232863,0.0588271668480339,77,0.180083857442348,0,0.196591243020864,"gay",0.18539976825029,0.176470942885713,0.267741935483871,"married",0.196789722539415,0.176212938005391,0.197122302158273,0,0,0,0,0,0,0,1,0,3.02571538390134,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1,1,0,4.8622641509434,0,0,0,0,0,0,"working_on_college_university","average","socially","no",27,0.181150021616948,0.185388844491007,63,0.180083857442348,1,0.196591243020864,"straight",0.191176406791127,0.163585434173669,0.160804074612878,"single",0.196789722539415,0.176212938005391,0.197122302158273,0,0,0,0,0,0,0,0,1,3.42764837118693,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,NA
0,0,0,7.92368972746331,0,0,0,0,0,0,"graduated_from_college_university","average","socially","no",44,0.184912080310788,0.185388844491007,67,0.180083857442348,1,0.179122186687798,"straight",0.210927536940868,0.163585434173669,0.267741935483871,"single",0.196789722539415,0.176212938005391,0.197122302158273,0,0,0,0,0,0,0,0,1,3.40243334621931,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,NA
0,1,0,5.04234800838574,0,0,0,0,0,0,"working_on_space_camp","a_little_extra","socially","when_drinking",28,0.184912080310788,0.159178463827389,69,0.180083857442348,0,0.196591243020864,"straight",0.116161783682364,0.120482052244875,0.156387722714267,"single",0.196789722539415,0.200406899382605,0.135135157593572,1,0,0,0,0,0,0,1,0,3.68654689906301,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
0,0,0,7.56352201257862,0,0,0,0,0,0,"working_on_college_university","full_figured","socially","sometimes",42,0.18118467128106,0.185388844491007,66,0.180083857442348,1,0.186567154061806,"straight",0.119522163258314,0.120482052244875,0.150984751674504,"single",0.176470659168716,0.19193427226716,0.227089311475901,0,0,0,0,0,0,0,0,1,3.21590181320403,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
0,1,0,5.76268343815514,0,0,0,0,0,0,"graduated_from_college_university","athletic","socially","no",32,0.18118467128106,0.185388844491007,64,0.180083857442348,1,0.108808671975793,"straight",0.185785534111263,0.163585434173669,0.202898501452895,"single",0.17857156887254,0.176212938005391,0.135135157593572,0,0,0,0,0,0,0,0,1,3.19562294358694,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA
0,1,0,3.78176100628931,1,0,0,0,0,0,"working_on_college_university","average","socially","no",21,0.230215741518451,0.185388844491007,62,0.180083857442348,1,0.179122186687798,"straight",0.165853739737855,0.147512924506133,0.18082789035318,"seeing_someone",0.115983120957396,0.200406899382605,0.227089311475901,0,0,1,0,0,0,0,0,1,3.54666602507018,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA
0,0,1,10.9851153039832,0,0,0,0,0,0,"two_year_college","fit","rarely","trying_to_quit",61,0.181150021616948,0.185388844491007,65,0.180083857442348,0,0.215753310776333,"straight",0.191176406791127,0.229508148557225,0.267741935483871,"single",0.0256430366277355,0.176212938005391,0.197122302158273,0,0,0,0,0,0,0,0,1,1.57978359661681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
0,0,0,5.94276729559748,0,0,0,0,0,0,"working_on_ph_d_program","average","socially","no",33,0.12987081336606,0.185388844491007,61,0.180083857442348,1,0.151832541014291,"straight",0.272719070993546,0.116959140983461,0.184684679764235,"single",0.185714239796574,0.133640778153096,0.135135157593572,0,0,1,0,0,1,0,0,1,3.36172783601759,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,NA
0,1,0,4.32201257861635,0,0,2,1,0,0,"graduated_from_college_university","fit","socially","no",24,0.18118467128106,0.190789473684211,64,0.180083857442348,1,0.196591243020864,"straight",0.210927536940868,0.163585434173669,0.167064475979771,"single",0.0833360878864476,0.176212938005391,0.135135157593572,0,0,0,0,0,0,0,0,1,3.68430664607163,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,NA
0,0,0,5.22243186582809,0,0,0,0,0,0,"graduated_from_college_university","athletic","socially","no",29,0.18118467128106,0.185388844491007,67,0.180083857442348,1,0.151832541014291,"straight",0.18539976825029,0.163585434173669,0.184684679764235,"single",0.115983120957396,0.176212938005391,0.227089311475901,0,0,0,0,0,0,0,0,1,3.36810085170935,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1,0,0,5.76268343815514,0,0,0,0,0,0,"graduated_from_college_university","fit","socially","no",32,0.230215741518451,0.190789473684211,70,0.180083857442348,1,0.196591243020864,"straight",0.165853739737855,0.163585434173669,0.140665068631538,"single",0.115983120957396,0.176212938005391,0.135135157593572,0,0,0,0,0,0,0,0,1,3.41480627950101,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA
0,1,0,6.12285115303983,0,0,0,0,0,0,"working_on_masters_program","a_little_extra","socially","no",34,0.181150021616948,0.185388844491007,70,0.180083857442348,1,0.0816347115364993,"bisexual",0.18539976825029,0.116959140983461,0.150984751674504,"single",0.115983120957396,0.176212938005391,0.0704241137448768,0,0,0,0,0,0,0,0,1,3.10482840365366,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,NA
0,1,1,4.8622641509434,0,0,0,0,0,0,"graduated_from_masters_program","thin","socially","no",27,0.181150021616948,0.185388844491007,72,0.180083857442348,1,0.196591243020864,"straight",0.18539976825029,0.163585434173669,0.267741935483871,"single",0.196789722539415,0.176212938005391,0.197122302158273,0,0,0,1,0,0,0,1,0,2.74115159885178,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
0,0,0,12.4090107346858,0,0,0,0,0,2,"graduated_from_college_university","average","socially","no",39,0.181150021616948,0.185388844491007,71,0.318179762427842,0,0.196591243020864,"straight",0.185785534111263,0.338047870512206,0.164319291504011,"single",0.271522589254376,0.133640778153096,0.227089311475901,0,0,0,1,0,0,0,0,0,3.8608767964033,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA
1,0,0,6.66310272536688,0,0,0,0,0,0,"graduated_from_masters_program","fit","socially","no",37,0.181150021616948,0.190789473684211,66,0.180083857442348,1,0.196591243020864,"straight",0.412841923468592,0.116959140983461,0.202898501452895,"single",0.196789722539415,0.200406899382605,0.135135157593572,0,0,0,0,0,0,0,0,1,3.5817221599491,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1,1,0,4.8622641509434,0,0,1,1,1,0,"graduated_from_college_university","athletic","socially","no",27,0.184912080310788,0.185388844491007,69,0.180083857442348,1,0.186567154061806,"straight",0.119522163258314,0.338047870512206,0.160804074612878,"single",0.196789722539415,0.19193427226716,0.135135157593572,1,0,0,0,0,0,0,0,0,3.42078061954857,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
0,1,0,0.57693292649703,0,0,0,0,0,1,"working_on_college_university","average","socially","no",20,0.184912080310788,0.185388844491007,69,0.0288466463248515,1,0.196591243020864,"gay",0.18539976825029,0.163585434173669,0.18082789035318,"single",0.115983120957396,0.176212938005391,0.227089311475901,1,0,0,0,0,0,0,0,0,2.6414741105041,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
0,1,1,6.48301886792453,0,0,0,0,0,0,"graduated_from_college_university","average","socially","yes",36,0.181150021616948,0.185388844491007,74,0.180083857442348,0,0.196591243020864,"straight",0.18539976825029,0.163585434173669,0.156387722714267,"single",0.176470659168716,0.176212938005391,0.197122302158273,0,0,0,0,0,0,0,0,1,2.98407703390283,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
0,0,1,7.20335429769392,0,0,0,0,0,0,"graduated_from_college_university","curvy","rarely","no",40,0.184912080310788,0.185388844491007,60,0.180083857442348,1,0.196591243020864,"straight",0.191176406791127,0.229508148557225,0.160804074612878,"available",0.115983120957396,0.19193427226716,0.227089311475901,1,0,0,0,0,0,0,0,0,3.55810830163055,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
0,0,1,4.5020964360587,0,0,2,2,0,1.5,"working_on_college_university","average","socially","no",25,0.181150021616948,0.185388844491007,76,0.180083857442348,1,0.196591243020864,"straight",0.0974031499795456,0.229508148557225,0.144927626986408,"seeing_someone",0.135136415232021,0.19193427226716,0.227089311475901,0,0,0,0,0,0,0,0,1,3.77749931959037,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
0,1,0,3.96184486373166,0,0,0,0,0,0,"working_on_college_university","average","socially","yes",22,0.184912080310788,0.185388844491007,64,0.180083857442348,0,0.196591243020864,"gay",0.185785534111263,0.163585434173669,0.156387722714267,"seeing_someone",0.196789722539415,0.176212938005391,0.135135157593572,0,0,1,0,0,0,0,0,1,3.15472820744016,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
0,1,0,10.10637253859,0,0,2,1,3,0,"dropped_out_of_ph_d_program","average","rarely","no",50,0.181150021616948,0.185388844491007,70,0.2021274507718,1,0.196591243020864,"straight",0.210927536940868,0.147512924506133,0.267741935483871,"single",0.115983120957396,0.180527387368383,0.197122302158273,0,0,0,0,0,0,0,0,1,3.80250006776439,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,NA
